Index,Menge,Teilenummer,Beschreibung,Kundenreferenz,Verfügbare Menge,Nachbestellmenge,Einheitspreis EUR,Gesamtpreis
 EUR,
1,40,754-1802-1-ND,LED ORANGE CLEAR 0603 SMD,LED ORANGE,40,0,0,32000,12,80,
2,40,VLMTG1400-GS08CT-ND,LED TRUE GREEN CHIPLED 0603 SMD,LED GREEN,40,0,0,26480,10,59,
3,40,754-1801-1-ND,LED RED CLEAR 0603 SMD,LED RED,40,0,0,32000,12,80,
4,12,1642-1495-1-ND,TOP FIRING 1.6 X 0.8 X 0.25 WHIT,LED WHITE,12,0,0,30300,3,64,
5,12,BC-2013-ND,CR2430 BATTERY STRAP SMT,,12,0,0,27100,3,25,
6,12,SW1020CT-ND,SWITCH TACTILE SPST-NO 0.05A 12V,,12,0,0,82600,9,91,
7,30,754-1543-1-ND,LED YELLOW CLEAR 0603 SMD,,30,0,0,44720,13,42,
